edge,hc_delve,delve,standard,hardcore
Orb of Alchemy-Divine Orb,0.1588628762541806,4.365152386428982,0.014972419227738377,
Exalted Orb-Jewellers Orb,0.14994425863991082,2.2800460034502588,1.7990543735224587,
Orb of Fusing-Cartographer's Chisel,0.14771460423634336,10.36227717078781,1.095350669818755,
Orb of Alchemy-Regal Orb,0.1454849498327759,5.529614721104083,0.0338849487785658,
Orb of Fusing-Chromatic Orb,0.1326644370122631,11.470960322024151,3.1000788022064616,
Exalted Orb-Cartographer's Chisel,0.1254180602006689,8.534790109258195,0.8581560283687943,
Exalted Orb-Orb of Alchemy,0.12486064659977704,3.2501437607820587,3.099290780141844,
Orb of Alchemy-Cartographer's Chisel,0.12318840579710146,8.63887291546866,1.8904649330181245,
Gemcutter's Prism-Orb of Alteration,0.11817168338907469,4.338125359401955,0.4562647754137116,
Orb of Alchemy-Orb of Alteration,0.1164994425863991,7.058079355951697,0.8684003152088259,
Exalted Orb-Orb of Alteration,0.11426978818283166,3.493387004025302,0.5981087470449172,
Jewellers Orb-Chromatic Orb,0.10479375696767002,8.747556066705004,2.635145784081954,
Orb of Chance-Orb of Alteration,0.09587513935340022,5.116158711903393,0.4736012608353034,
Regal Orb-Orb of Alteration,0.09197324414715718,8.879815986198965,2.375886524822695,
Orb of Alteration-Divine Orb,0.09197324414715718,5.963772282921219,0.014184397163120567,0.0007886435331230284
Orb of Fusing-Orb of Alteration,0.09141583054626533,8.918343875790685,1.219070133963751,
Orb of Alteration-Chromatic Orb,0.08695652173913043,2.411730879815986,1.4168636721828212,
Cartographer's Chisel-Orb of Scouring,0.08639910813823858,1.2742955721679126,0.05200945626477541,
Orb of Alteration-Jewellers Orb,0.08472686733556299,2.292121909143186,0.30181245074862095,
Exalted Orb-Gemcutter's Prism,0.08416945373467112,5.748706152961472,0.6895193065405831,
Cartographer's Chisel-Orb of Regret,0.07692307692307693,1.6440483036227718,0.12056737588652482,
Regal Orb-Vaal Orb,0.07636566332218506,7.110983323749281,1.152876280535855,
Regal Orb-Chromatic Orb,0.0758082497212932,8.775158136860265,0.22537431048069345,
Orb of Alchemy-Gemcutter's Prism,0.07525083612040134,4.83438757906843,0.014184397163120567,
Chromatic Orb-Orb of Alchemy,0.07357859531772576,7.174813110983323,1.3459416863672182,
Gemcutter's Prism-Orb of Chance,0.07357859531772576,1.3875790684301323,0.4302600472813239,
Orb of Alteration-Vaal Orb,0.07023411371237458,11.446808510638299,2.6966115051221435,
Gemcutter's Prism-Chromatic Orb,0.0641025641025641,4.591144335825187,0.36958234830575254,
Regal Orb-Cartographer's Chisel,0.06131549609810479,5.86428982173663,2.3230890464933016,
Jewellers Orb-Orb of Fusing,0.057971014492753624,8.112708453133985,0.4980299448384555,
Orb of Alteration-Orb of Alchemy,0.056856187290969896,6.045428407130535,0.2458628841607565,
Orb of Regret-Orb of Scouring,0.055741360089186176,3.6549741230592296,0.04964539007092199,
Regal Orb-Orb of Fusing,0.05518394648829431,4.506612995974698,0.3987391646966115,
Orb of Alteration-Orb of Fusing,0.05518394648829431,3.640598044853364,0.22773837667454688,0.0007886435331230284
Orb of Alchemy-Orb of Scouring,0.051839464882943144,6.09085681426107,0.07013396375098503,
Orb of Fusing-Regal Orb,0.05016722408026756,3.664749856239218,0.10717100078802207,
Cartographer's Chisel-Orb of Fusing,0.05016722408026756,4.71477860839563,0.2773837667454689,
Cartographer's Chisel-Orb of Alchemy,0.049609810479375696,6.891891891891892,0.26635145784081954,
Orb of Alchemy-Chromatic Orb,0.046822742474916385,6.163887291546866,2.4192277383766747,
Jewellers Orb-Orb of Chance,0.0451505016722408,2.0115008625646924,0.4594168636721828,
Cartographer's Chisel-Chromatic Orb,0.043478260869565216,3.054054054054054,0.7155240346729709,
Orb of Scouring-Chromatic Orb,0.04292084726867335,3.667625071880391,0.19227738376674547,
Cartographer's Chisel-Orb of Alteration,0.04069119286510591,5.656124209315698,0.578408195429472,
Vaal Orb-Orb of Alchemy,0.04069119286510591,6.927544565842438,0.8297872340425532,
Chromatic Orb-Orb of Regret,0.04013377926421405,0.9298447383553766,0.37667454688731283,
Regal Orb-Orb of Regret,0.039576365663322184,3.2294422081656124,0.08983451536643026,
Chromatic Orb-Orb of Fusing,0.03901895206243032,5.842438182863715,2.1717888100866825,
Regal Orb-Orb of Alchemy,0.03678929765886288,8.858539390454284,0.22537431048069345,
Cartographer's Chisel-Vaal Orb,0.03511705685618729,2.0770557791834388,0.2568951930654058,
Gemcutter's Prism-Orb of Fusing,0.03511705685618729,3.364002300172513,0.5996847911741529,
Orb of Regret-Orb of Alteration,0.03455964325529543,5.1817136285221395,0.2718676122931442,
Exalted Orb-Regal Orb,0.03400222965440357,5.225991949396205,1.9117415287628055,0.06861198738170347
Cartographer's Chisel-Jewellers Orb,0.030100334448160536,2.4473835537665325,0.3341213553979511,
Cartographer's Chisel-Gemcutter's Prism,0.030100334448160536,1.1311098332374927,2.268715524034673,
Exalted Orb-Vaal Orb,0.030100334448160536,6.811385853939045,0.5839243498817966,
Orb of Scouring-Vaal Orb,0.028985507246376812,6.02357676825762,0.003940110323089046,
Orb of Augmentation-Chaos Orb,0.028985507246376812,1.4859114433582519,1.1237194641449961,
Orb of Chance-Chromatic Orb,0.028985507246376812,1.7929844738355376,0.3191489361702128,
Cartographer's Chisel-Regal Orb,0.028428093645484948,1.364002300172513,0.05673758865248227,
Cartographer's Chisel-Orb of Chance,0.028428093645484948,1.401380103507763,0.35933806146572106,
Exalted Orb-Divine Orb,0.028428093645484948,2.491661874640598,1.0606776989755713,
Orb of Scouring-Orb of Alchemy,0.028428093645484948,6.966647498562392,0.37903861308116626,
Vaal Orb-Chromatic Orb,0.027870680044593088,5.755031627372053,2.0583136327817178,
Jewellers Orb-Exalted Orb,0.02564102564102564,2.56411730879816,2.959022852639874,
Exalted Orb-Orb of Regret,0.02564102564102564,2.7768832662449685,1.0394011032308905,
Divine Orb-Orb of Regret,0.02508361204013378,1.5342150661299598,0.026004728132387706,
Regal Orb-Jewellers Orb,0.02508361204013378,3.7642323174238066,0.14893617021276595,
Gemcutter's Prism-Orb of Alchemy,0.02508361204013378,6.277170787809085,0.8029944838455477,
Vaal Orb-Orb of Fusing,0.02508361204013378,5.55664174813111,0.8242710795902285,
Orb of Scouring-Orb of Fusing,0.02508361204013378,5.066705002875215,0.07565011820330969,
Exalted Orb-Orb of Scouring,0.023968784838350056,3.3450258769407704,0.6249014972419228,
Exalted Orb-Orb of Chance,0.023968784838350056,2.1437607820586546,8.994483845547675,
Vaal Orb-Orb of Alteration,0.020624303232998884,6.645198389879241,1.603624901497242,
Orb of Chance-Orb of Fusing,0.020624303232998884,4.102932719953997,0.07171000788022065,
Orb of Alteration-Orb of Regret,0.020066889632107024,1.966647498562392,0.09062253743104808,
Gemcutter's Prism-Orb of Regret,0.020066889632107024,0.80448533640023,0.8124507486209613,
Orb of Regret-Orb of Chance,0.020066889632107024,1.2432432432432432,0.3561859732072498,
Orb of Fusing-Orb of Scouring,0.020066889632107024,7.852788959171938,1.1804570527974783,
Orb of Chance-Vaal Orb,0.01950947603121516,4.376653248993675,20.583924349881798,
Jewellers Orb-Orb of Scouring,0.01950947603121516,1.0787809085681426,0.04728132387706856,
Orb of Scouring-Orb of Regret,0.01839464882943144,2.783208740655549,0.3829787234042553,
Orb of Scouring-Orb of Alteration,0.01839464882943144,3.7550316273720528,0.39322301024428685,
Divine Orb-Orb of Fusing,0.01839464882943144,2.248418631397355,0.17888100866824272,
Regal Orb-Gemcutter's Prism,0.016722408026755852,5.58654399079931,0.01024428684003152,
Orb of Regret-Chromatic Orb,0.01560758082497213,2.2213916043703277,0.6319936958234831,
Orb of Transmutation-Chaos Orb,0.01560758082497213,1.721679125934445,0.09456264775413711,
Orb of Alteration-Orb of Augmentation,0.015050167224080268,1.4128809660724555,0.4373522458628842,
Orb of Chance-Orb of Alchemy,0.015050167224080268,6.427257044278321,4.487785657998424,
Gemcutter's Prism-Cartographer's Chisel,0.015050167224080268,5.658424381828637,0.33490937746256894,
Regal Orb-Orb of Scouring,0.015050167224080268,2.6658999424956873,0.03309692671394799,
Regal Orb-Orb of Chance,0.015050167224080268,6.515813686026452,0.4176516942474389,
Vaal Orb-Cartographer's Chisel,0.015050167224080268,5.649798734905118,0.8991331757289204,
Chromatic Orb-Orb of Chance,0.01282051282051282,2.870615296147211,2.8274231678487,
Orb of Regret-Vaal Orb,0.012263099219620958,5.832087406555492,1.8368794326241136,
Chaos Orb-Orb of Augmentation,0.012263099219620958,2.645198389879241,0.3727344365642238,
Vaal Orb-Orb of Scouring,0.011705685618729096,3.5244393329499712,0.4980299448384555,
Divine Orb-Chromatic Orb,0.011148272017837236,1.4473835537665325,0.13869188337273444,
Divine Orb-Vaal Orb,0.010590858416945374,1.7521564117308799,0.4862096138691883,
Orb of Fusing-Gemcutter's Prism,0.010033444816053512,2.2144910868315124,0.09613869188337273,
Orb of Chance-Cartographer's Chisel,0.010033444816053512,2.6894767107533064,0.07565011820330969,
Jewellers Orb-Cartographer's Chisel,0.010033444816053512,8.085681426106959,0.3656422379826635,
Chromatic Orb-Cartographer's Chisel,0.010033444816053512,8.36975273145486,2.260835303388495,
Jewellers Orb-Orb of Regret,0.010033444816053512,0.7303047728579644,0.47675334909377465,
Orb of Alteration-Gemcutter's Prism,0.010033444816053512,2.021276595744681,0.009456264775413711,
Orb of Fusing-Orb of Chance,0.010033444816053512,6.045428407130535,0.570527974783294,
Divine Orb-Orb of Alteration,0.00947603121516165,1.7377803335250144,0.2994483845547675,
Divine Orb-Orb of Alchemy,0.00947603121516165,1.9039677975848188,0.06855791962174941,
Chaos Orb-Orb of Transmutation,0.00947603121516165,2.012075905692927,0.28841607565011823,
Divine Orb-Gemcutter's Prism,0.008918617614269788,1.258769407705578,0.018912529550827423,
Divine Orb-Regal Orb,0.008918617614269788,1.19551466359977,0.029944838455476755,
Orb of Scouring-Cartographer's Chisel,0.008361204013377926,4.94767107533065,0.09613869188337273,
Orb of Regret-Cartographer's Chisel,0.008361204013377926,2.9539965497412304,4.791962174940898,
Orb of Alteration-Cartographer's Chisel,0.007803790412486065,5.306497987349051,0.14893617021276595,
Divine Orb-Cartographer's Chisel,0.007803790412486065,1.7889591719378954,0.11032308904649331,
Orb of Fusing-Divine Orb,0.006688963210702341,0.7878090856814262,0.09850275807722617,
Divine Orb-Orb of Scouring,0.006131549609810479,1.5123634272570443,0.054373522458628844,
Vaal Orb-Orb of Regret,0.005016722408026756,3.1075330649798736,1.4862096138691883,
Orb of Chance-Orb of Regret,0.005016722408026756,0.3605520414031052,0.0031520882584712374,
Orb of Alchemy-Exalted Orb,0.005016722408026756,5.484761357101783,1.2584712371946414,
Jewellers Orb-Vaal Orb,0.005016722408026756,8.57906843013226,0.37667454688731283,
Divine Orb-Jewellers Orb,0.005016722408026756,1.6319723979298448,0.10795902285263988,
Divine Orb-Orb of Chance,0.004459308807134894,1.5054629097182288,0.22537431048069345,
Chromatic Orb-Vaal Orb,0.0039018952062430325,5.1868890166762505,5.408195429472025,
Orb of Chance-Orb of Transmutation,0.0033444816053511705,0.03737780333525014,,
Gemcutter's Prism-Divine Orb,0.0033444816053511705,0.5025876940770557,0.08747044917257683,
Chromatic Orb-Orb of Transmutation,0.002787068004459309,0.1891891891891892,,
Orb of Alteration-Orb of Scouring,0.002229654403567447,21.89074180563542,0.02206461780929866,
Orb of Regret-Exalted Orb,0.0016722408026755853,0.9367452558941921,0.34436564223798266,
Orb of Chance-Orb of Augmentation,0.0016722408026755853,0.5618171362852213,0.03546099290780142,
Vaal Orb-Exalted Orb,0.0011148272017837235,1.748706152961472,14.7698975571316,
Gemcutter's Prism-Vaal Orb,,8.913743530764807,1.904649330181245,
Vaal Orb-Jewellers Orb,,4.959171937895342,0.8873128447596532,
Orb of Scouring-Regal Orb,,4.185738930419782,,
Vaal Orb-Gemcutter's Prism,,3.6296722254169063,0.7171000788022065,
Vaal Orb-Orb of Chance,,3.6020701552616448,0.6721828211189913,
Orb of Scouring-Jewellers Orb,,3.499137435307648,0.13317572892040977,
Vaal Orb-Regal Orb,,3.21046578493387,0.8565799842395587,
Orb of Scouring-Orb of Chance,,2.890166762507188,0.30102442868400314,
Orb of Scouring-Exalted Orb,,2.43588269120184,0.7281323877068558,
Chromatic Orb-Orb of Scouring,,2.3933294997124785,0.29393223010244285,
Orb of Scouring-Gemcutter's Prism,,2.3179988499137436,0.009456264775413711,
Gemcutter's Prism-Exalted Orb,,2.219666474985624,0.4160756501182033,
Chromatic Orb-Exalted Orb,,2.211615871190339,7.896769109535067,
Gemcutter's Prism-Jewellers Orb,,2.1627372052903966,0.6343577620173365,
Orb of Regret-Jewellers Orb,,1.9896492236917769,0.15130023640661938,
Divine Orb-Exalted Orb,,1.846463484761357,1.8888888888888888,
Orb of Chance-Orb of Scouring,,1.6417481311098332,0.02364066193853428,
Orb of Alchemy-Orb of Chance,,1.5842438182863714,0.46099290780141844,
Orb of Alteration-Orb of Chance,,1.5750431282346176,0.38534278959810875,
Orb of Chance-Exalted Orb,,1.5508913168487637,1.6422379826635145,
Regal Orb-Exalted Orb,,1.4882116158711904,0.24822695035460993,
Gemcutter's Prism-Regal Orb,,1.3772282921219092,0.7029156816390859,0.002365930599369085
Orb of Chance-Regal Orb,,1.3151236342725705,0.1284475965327029,
Cartographer's Chisel-Exalted Orb,,1.2685451408855664,1.3270291568163908,
Gemcutter's Prism-Orb of Scouring,,1.2478435882691201,0.08431836091410559,
Orb of Regret-Gemcutter's Prism,,1.215066129959747,0.037825059101654845,
Cartographer's Chisel-Divine Orb,,1.1914893617021276,,
Jewellers Orb-Gemcutter's Prism,,0.8648648648648649,0.027580772261623327,
Orb of Augmentation-Orb of Alteration,,0.8131109833237493,0.11977935382190702,
Orb of Regret-Regal Orb,,0.78205865439908,0.10638297872340426,
Orb of Transmutation-Orb of Alteration,,0.7464059804485337,0.11741528762805359,
Orb of Augmentation-Orb of Alchemy,,0.718803910293272,0.037825059101654845,
Vaal Orb-Divine Orb,,0.6618746405980449,0.19700551615445233,
Orb of Alteration-Orb of Transmutation,,0.640598044853364,0.028368794326241134,
Jewellers Orb-Regal Orb,,0.6273720529039678,0.7691095350669819,
Exalted Orb-Orb of Augmentation,,0.6020701552616446,0.23877068557919623,
Orb of Augmentation-Orb of Fusing,,0.5945945945945946,0.01182033096926714,
Chromatic Orb-Gemcutter's Prism,,0.491661874640598,0.08037825059101655,
Orb of Transmutation-Orb of Fusing,,0.48476135710178264,,
Chromatic Orb-Regal Orb,,0.47843588269120185,0.2466509062253743,
Regal Orb-Divine Orb,,0.4629097182288672,0.0031520882584712374,
Orb of Augmentation-Orb of Scouring,,0.39850488786659,0.002364066193853428,
Orb of Augmentation-Jewellers Orb,,0.39447958596894767,0.05358550039401103,
Orb of Chance-Gemcutter's Prism,,0.38700402530189765,0.009456264775413711,
Orb of Scouring-Divine Orb,,0.386428982173663,,
Orb of Augmentation-Chromatic Orb,,0.3720529039677976,0.11583924349881797,
Jewellers Orb-Orb of Transmutation,,0.3438757906843013,0.02364066193853428,
Vaal Orb-Orb of Transmutation,,0.3433007475560667,0.002364066193853428,
Orb of Augmentation-Cartographer's Chisel,,0.33467510063254746,0.02364066193853428,
Orb of Transmutation-Orb of Alchemy,,0.32432432432432434,0.004728132387706856,
Orb of Augmentation-Orb of Chance,,0.3064979873490512,0.1426319936958235,
Divine Orb-Orb of Augmentation,,0.2995974698102358,0.029944838455476755,
Orb of Transmutation-Cartographer's Chisel,,0.2978723404255319,0.007880220646178092,
Orb of Augmentation-Orb of Regret,,0.293271995399655,,
Orb of Transmutation-Chromatic Orb,,0.2875215641173088,0.11583924349881797,
Orb of Scouring-Orb of Transmutation,,0.28292121909143186,,
Orb of Augmentation-Vaal Orb,,0.27602070155261643,0.01024428684003152,
Orb of Alchemy-Orb of Transmutation,,0.2685451408855664,,
Exalted Orb-Orb of Transmutation,,0.2581943645773433,0.15524034672970843,
Orb of Transmutation-Orb of Chance,,0.2507188039102933,0.1426319936958235,
Orb of Transmutation-Jewellers Orb,,0.24784358826912017,0.062253743104806934,
Orb of Augmentation-Gemcutter's Prism,,0.2449683726279471,0.0070921985815602835,
Orb of Scouring-Orb of Augmentation,,0.2190914318573893,0.03546099290780142,
Chromatic Orb-Divine Orb,,0.18343875790684303,0.002364066193853428,
Orb of Alchemy-Orb of Augmentation,,0.17366302472685452,0.07092198581560284,
Divine Orb-Orb of Transmutation,,0.1535365152386429,,
Orb of Regret-Divine Orb,,0.14836112708453134,0.09613869188337273,
Orb of Transmutation-Orb of Scouring,,0.14606095457159288,,
Vaal Orb-Orb of Augmentation,,0.13456009200690053,0.06067769897557131,
Orb of Transmutation-Orb of Regret,,0.13225991949396204,,
Orb of Fusing-Orb of Augmentation,,0.12995974698102358,0.04964539007092199,
Orb of Augmentation-Regal Orb,,0.12650948821161587,,
Regal Orb-Orb of Transmutation,,0.12535940195514664,,
Orb of Fusing-Orb of Transmutation,,0.12075905692926969,0.018912529550827423,
Orb of Transmutation-Regal Orb,,0.1109833237492812,,
Jewellers Orb-Divine Orb,,0.11040828062104657,0.003940110323089046,
Orb of Augmentation-Divine Orb,,0.10925819436457734,,
Orb of Transmutation-Gemcutter's Prism,,0.09948246118458884,,
Jewellers Orb-Orb of Augmentation,,0.08395629672225417,0.045705279747832936,
Cartographer's Chisel-Orb of Augmentation,,0.07935595169637723,0.06855791962174941,
Orb of Transmutation-Vaal Orb,,0.07705577918343876,,
Cartographer's Chisel-Orb of Transmutation,,0.07360552041403105,0.03309692671394799,
Orb of Augmentation-Orb of Transmutation,,0.055204140310523286,,
Orb of Transmutation-Orb of Augmentation,,0.051753881541115584,0.004728132387706856,
Gemcutter's Prism-Orb of Augmentation,,0.050028752156411734,0.04097714736012608,
Orb of Regret-Orb of Transmutation,,0.0425531914893617,,
Gemcutter's Prism-Orb of Transmutation,,0.03565267395054629,,
Regal Orb-Orb of Augmentation,,0.03335250143760782,0.0425531914893617,
Orb of Chance-Divine Orb,,0.03105232892466935,,
Orb of Regret-Orb of Augmentation,,0.03105232892466935,0.03546099290780142,
Chromatic Orb-Orb of Augmentation,,0.015526164462334674,0.07959022852639874,
Orb of Transmutation-Exalted Orb,,0.002875215641173088,,
Orb of Transmutation-Divine Orb,,0.0011500862564692352,,
Blessed Orb-Vaal Orb,,,0.07486209613869188,
Chaos Orb-Blessed Orb,,,0.055161544523246654,
Exalted Orb-Blessed Orb,,,0.0252167060677699,
Blessed Orb-Exalted Orb,,,0.007880220646178092,
Orb of Regret-Blessed Orb,,,0.002364066193853428,
